Time,State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s)
149,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
154,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
159,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
164,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
169,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
174,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
179,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
184,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
189,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
194,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
199,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
204,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
209,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
214,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
219,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
224,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
229,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
234,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
239,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
244,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
249,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
254,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
259,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
264,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
269,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
274,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
279,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
284,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
289,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
294,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
299,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
304,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
309,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
314,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
319,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
324,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
329,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
334,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
