Time,Avg Endorsement Latency
1,NaN
6,NaN
11,NaN
16,NaN
21,NaN
26,NaN
31,NaN
36,NaN
41,NaN
46,NaN
51,NaN
56,NaN
61,13.0914436234998
66,15.12798415579964
71,16.59477682414269
76,19.734257885142664
81,24.427171433999924
86,26.509877903499728
91,28.940128469999763
96,NaN
101,NaN
106,NaN
111,NaN
116,NaN
121,NaN
126,NaN
131,NaN
136,NaN
141,NaN
146,NaN
151,NaN
156,NaN
161,NaN
166,NaN
171,NaN
176,NaN
181,NaN
186,NaN
191,NaN
196,NaN
201,NaN
206,NaN
211,NaN
216,NaN
221,NaN
226,NaN
231,NaN
236,NaN
241,NaN
246,NaN
251,NaN
256,NaN
261,NaN
266,NaN
271,NaN
276,NaN
281,NaN
286,NaN
291,NaN
296,NaN
301,NaN
306,NaN
311,NaN
316,NaN
321,NaN
326,NaN
331,NaN
336,NaN
341,NaN
346,NaN
351,NaN
