Time,Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s)
3,0.00464,0.00122,0.00116,,,,,,,,,,,,,,
8,NaN,NaN,NaN,,,,,,,,,,,,,,
13,NaN,NaN,NaN,,,,,,,,,,,,,,
18,NaN,NaN,NaN,,,,,,,,,,,,,,
23,NaN,NaN,NaN,,,,,,,,,,,,,,
28,NaN,NaN,NaN,,,,,,,,,,,,,,
33,NaN,NaN,NaN,,,,,,,,,,,,,,
38,NaN,NaN,NaN,,,,,,,,,,,,,,
43,NaN,NaN,NaN,,,,,,,,,,,,,,
48,NaN,NaN,NaN,,,,,,,,,,,,,,
53,NaN,NaN,NaN,,,,,,,,,,,,,,
58,NaN,NaN,NaN,,,,,,,,,,,,,,
63,NaN,NaN,NaN,,,,,,,,,,,,,,
68,NaN,NaN,NaN,,,,,,,,,,,,,,
73,NaN,NaN,NaN,,,,,,,,,,,,,,
78,NaN,NaN,NaN,,,,,,,,,,,,,,
83,NaN,NaN,NaN,,,,,,,,,,,,,,
88,NaN,NaN,NaN,,,,,,,,,,,,,,
93,NaN,NaN,NaN,,,,,,,,,,,,,,
98,NaN,NaN,NaN,,,,,,,,,,,,,,
103,NaN,NaN,NaN,,,,,,,,,,,,,,
108,NaN,NaN,NaN,,,,,,,,,,,,,,
113,NaN,NaN,NaN,,,,,,,,,,,,,,
118,NaN,NaN,NaN,,,,,,,,,,,,,,
123,NaN,NaN,NaN,,,,,,,,,,,,,,
128,NaN,NaN,NaN,,,,,,,,,,,,,,
133,NaN,NaN,NaN,,,,,,,,,,,,,,
138,NaN,NaN,NaN,,,,,,,,,,,,,,
143,NaN,NaN,NaN,,,,,,,,,,,,,,
148,NaN,NaN,NaN,,,,,,,,,,,,,,
153,NaN,NaN,NaN,,,,,,,,,,,,,,
158,NaN,NaN,NaN,,,,,,,,,,,,,,
163,NaN,NaN,NaN,,,,,,,,,,,,,,
168,NaN,NaN,NaN,,,,,,,,,,,,,,
173,NaN,NaN,NaN,,,,,,,,,,,,,,
178,NaN,NaN,NaN,,,,,,,,,,,,,,
183,NaN,NaN,NaN,,,,,,,,,,,,,,
188,NaN,NaN,NaN,,,,,,,,,,,,,,
193,NaN,NaN,NaN,,,,,,,,,,,,,,
198,NaN,NaN,NaN,,,,,,,,,,,,,,
203,NaN,NaN,NaN,,,,,,,,,,,,,,
208,NaN,NaN,NaN,,,,,,,,,,,,,,
213,NaN,NaN,NaN,,,,,,,,,,,,,,
218,NaN,NaN,NaN,,,,,,,,,,,,,,
223,NaN,NaN,NaN,,,,,,,,,,,,,,
228,NaN,NaN,NaN,,,,,,,,,,,,,,
233,NaN,NaN,NaN,,,,,,,,,,,,,,
238,NaN,NaN,NaN,,,,,,,,,,,,,,
243,NaN,NaN,NaN,,,,,,,,,,,,,,
248,NaN,NaN,NaN,,,,,,,,,,,,,,
253,NaN,NaN,NaN,,,,,,,,,,,,,,
258,NaN,NaN,NaN,,,,,,,,,,,,,,
263,NaN,NaN,NaN,,,,,,,,,,,,,,
268,NaN,NaN,NaN,,,,,,,,,,,,,,
273,NaN,NaN,NaN,,,,,,,,,,,,,,
278,NaN,NaN,NaN,,,,,,,,,,,,,,
283,NaN,NaN,NaN,,,,,,,,,,,,,,
288,NaN,NaN,NaN,,,,,,,,,,,,,,
293,NaN,NaN,NaN,,,,,,,,,,,,,,
298,NaN,NaN,NaN,,,,,,,,,,,,,,
303,NaN,NaN,NaN,,,,,,,,,,,,,,
308,NaN,NaN,NaN,,,,,,,,,,,,,,
313,NaN,NaN,NaN,,,,,,,,,,,,,,
318,NaN,NaN,NaN,,,,,,,,,,,,,,
323,NaN,NaN,NaN,,,,,,,,,,,,,,
328,NaN,NaN,NaN,,,,,,,,,,,,,,
333,NaN,NaN,NaN,,,,,,,,,,,,,,
338,NaN,NaN,NaN,,,,,,,,,,,,,,
343,NaN,NaN,NaN,,,,,,,,,,,,,,
348,NaN,NaN,NaN,,,,,,,,,,,,,,
353,NaN,NaN,NaN,,,,,,,,,,,,,,
358,NaN,NaN,NaN,,,,,,,,,,,,,,
363,NaN,NaN,NaN,,,,,,,,,,,,,,
368,,NaN,NaN,,,,,,,,,,,,,,
378,NaN,,,,,,,,,,NaN,,,,,,
383,0.000909,NaN,0.00103,,,,,,,0.000746,0.00116,,,,,,
388,0.000909,0.00117,0.00119,,,,,,,0.00117,0.00115,,,,,,
393,0.000909,0.00117,0.00119,,,,,,,0.00117,0.00115,,,,,,
