Time,Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s)
550,0.00122,0.00156,0.00158,,,,,,,0.00157,0.00158,,,,,,
555,0.00128,0.00159,0.00157,,,,,,,0.00161,0.00160,,,,,,
560,0.000855,0.00153,0.00161,,,,,,,0.00140,0.00163,,,,,,
565,NaN,0.0106,0.00140,,,,,,,0.00767,0.00257,,,,,,
570,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
575,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
580,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
585,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
590,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
595,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
600,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
605,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
610,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
615,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
620,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
625,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
630,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
635,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
640,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
645,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
650,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
655,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
660,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
665,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
670,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
675,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
680,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
685,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
690,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
695,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
700,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
705,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
710,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
715,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
720,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
725,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
730,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
735,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
740,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
745,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
750,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
755,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
760,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
765,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
770,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
775,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
780,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
785,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
790,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
795,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
800,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
805,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
810,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
815,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
820,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
825,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
830,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
835,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
840,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
845,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
850,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
855,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
860,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
865,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
870,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
875,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
880,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
885,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
890,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
895,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
900,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
905,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
910,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
915,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
920,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
925,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
930,,NaN,NaN,,,,,,,NaN,NaN,,,,,,
