Time,Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s)
805,NaN,NaN,,,,,,,,,,,,,,
810,NaN,NaN,,,,,,,,,,,,,,
815,NaN,NaN,,,,,,,,,,,,,,
820,NaN,NaN,,,,,,,,,,,,,,
825,NaN,NaN,,,,,,,,,,,,,,
830,NaN,NaN,,,,,,,,,,,,,,
835,NaN,NaN,,,,,,,,,,,,,,
840,NaN,NaN,,,,,,,,,,,,,,
845,NaN,NaN,,,,,,,,,,,,,,
850,NaN,NaN,,,,,,,,,,,,,,
855,NaN,NaN,,,,,,,,,,,,,,
860,NaN,NaN,,,,,,,,,,,,,,
865,NaN,NaN,,,,,,,,,,,,,,
870,NaN,NaN,,,,,,,,,,,,,,
