Time,Enqueue Duration (s)
10,NaN
15,NaN
20,NaN
25,0.0000355
30,0.0000357
35,0.0000353
40,0.0000348
45,0.0000347
50,0.0000342
55,0.0000341
60,0.0000335
65,0.0000338
70,0.0000337
75,0.0000316
80,0.0000313
85,0.0000306
90,0.0000304
95,0.0000301
100,0.0000304
105,0.0000303
110,0.0000308
115,0.0000288
120,0.0000285
125,0.0000274
130,0.0000275
135,0.0000272
140,0.0000272
145,0.0000268
150,0.0000265
155,0.0000263
160,0.0000262
165,0.0000310
170,0.0000276
175,0.0000269
180,0.0000267
185,0.0000263
190,0.0000265
195,0.0000263
200,0.0000264
205,0.0000264
210,0.0000265
215,0.0000264
220,0.0000260
225,0.0000262
230,0.0000265
235,0.0000278
240,0.0000293
245,0.0000300
250,0.0000307
255,0.0000313
260,0.0000327
265,0.0000329
270,0.0000318
275,0.0000310
280,0.0000298
285,0.0000298
290,0.0000294
295,0.0000336
300,0.0000370
305,0.0000394
310,0.0000390
315,0.0000383
320,0.0000377
325,0.0000376
330,0.0000382
335,0.0000382
340,0.0000384
345,0.0000375
350,0.0000384
355,0.0000391
360,0.0000394
365,0.0000386
370,0.0000379
375,0.0000381
380,0.0000384
385,0.0000385
390,0.0000383
395,0.0000383
400,0.0000382
405,0.0000381
410,0.0000379
415,0.0000379
420,0.0000390
425,0.0000395
430,0.0000400
435,0.0000387
440,0.0000385
445,0.0000385
450,0.0000391
455,0.0000393
460,0.0000408
465,0.0000406
470,0.0000395
475,0.0000355
480,0.0000256
485,0.0000466
490,0.0000415
495,0.0000414
500,0.0000406
505,0.0000414
510,NaN
515,NaN
520,NaN
525,NaN
530,NaN
535,NaN
540,NaN
545,NaN
550,NaN
555,NaN
560,NaN
565,NaN
570,NaN
575,NaN
580,NaN
585,NaN
590,NaN
595,NaN
600,NaN
605,NaN
610,NaN
615,NaN
620,NaN
625,NaN
630,NaN
635,NaN
640,NaN
645,NaN
650,NaN
655,NaN
660,NaN
665,NaN
670,NaN
675,NaN
680,NaN
685,NaN
690,NaN
695,NaN
700,NaN
705,NaN
710,NaN
715,NaN
720,NaN
725,NaN
730,NaN
735,NaN
740,NaN
745,NaN
750,NaN
755,NaN
760,NaN
765,NaN
770,NaN
775,NaN
780,NaN
785,NaN
790,NaN
795,NaN
800,NaN
805,NaN
810,NaN
815,NaN
820,NaN
825,NaN
830,NaN
835,NaN
840,NaN
845,NaN
850,NaN
855,NaN
860,NaN
865,NaN
